Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,20,12:00,220,4,0.020166,346.49,444,5,0.011118,355.44,978,13,0.013646,343.77,472,5,0.011434,332.75
August,20,12:30,221,3,0.015143,344.89,455,6,0.012908,355.56,984,24,0.024336,346.46,479,5,0.011021,332.17
August,20,13:00,223,1,0.003509,343.15,466,6,0.013272,348.56,982,13,0.013178,345.52,485,4,0.009258,334.92
August,20,13:30,222,0,0.000154,341.59,477,6,0.012821,350.54,979,8,0.008665,345.04,493,3,0.005452,331.3
August,20,14:00,223,0,2e-06,342.47,487,4,0.009125,354.39,983,9,0.009097,346.95,503,2,0.003008,332.21
August,20,14:30,224,0,0.000112,346.71,491,6,0.012169,358.92,986,10,0.010346,349.06,500,3,0.005986,341.27
August,20,15:00,224,1,0.002391,345.44,493,4,0.008808,356.56,972,9,0.008998,352.19,500,4,0.007155,346.86
August,20,15:30,224,1,0.006649,349.73,495,4,0.008546,355.45,966,10,0.010052,357.24,498,5,0.010908,345.15
August,20,16:00,220,1,0.002431,354.73,489,4,0.007983,354.77,956,6,0.006274,356.83,491,6,0.012663,342.83
August,20,16:30,210,0,0.00012,352.16,474,2,0.005127,356.72,917,4,0.004906,354.59,481,4,0.009253,341.61
August,20,17:00,189,0,1e-06,348.55,451,1,0.002752,358.21,861,5,0.006112,352.79,464,5,0.011075,337.61
August,20,17:30,168,0,0.0,338.88,436,4,0.008162,356.67,815,6,0.007319,353.62,428,5,0.011403,340.5
August,20,18:00,149,0,0.0,337.73,396,6,0.015323,354.35,746,6,0.008524,357.55,382,4,0.011082,336.25
August,20,18:30,125,0,0.0,359.19,356,3,0.008814,354.41,675,5,0.007176,357.6,348,4,0.012822,338.64
August,20,19:00,86,0,0.0,358.35,324,4,0.013002,355.39,604,5,0.008571,351.24,322,6,0.01861,340.34
August,20,19:30,64,0,2e-06,344.22,293,5,0.018554,357.05,534,5,0.008544,346.22,291,7,0.022973,347.47
August,20,20:00,50,0,0.0005,324.8,256,6,0.021613,354.39,462,3,0.006355,347.48,260,7,0.025624,343.82
August,20,20:30,43,1,0.012591,315.75,219,3,0.011421,347.58,401,3,0.006832,349.16,223,5,0.024332,334.83
August,20,21:00,34,1,0.044291,316.34,180,2,0.013516,344.92,335,1,0.002565,349.71,184,8,0.042766,337.38
August,20,21:30,26,1,0.020654,309.84,152,1,0.005601,342.96,278,0,0.000142,347.75,161,5,0.029334,337.05
August,20,22:00,19,0,0.001293,314.26,121,0,0.00033,325.22,230,0,1e-06,340.65,128,1,0.00755,335.81
August,20,22:30,14,0,1.1e-05,303.41,95,0,3e-06,321.72,177,0,0.0,324.88,106,0,0.000384,333.98
August,20,23:00,12,0,0.0,294.52,74,0,0.0,316.91,137,0,0.0,324.07,83,0,3e-06,327.17
August,20,23:30,10,0,0.0,284.62,60,0,0.0,315.69,111,0,0.0,324.64,66,0,0.0,318.63
August,21,0:00,5,0,0.0,332.67,31,0,0.0,305.97,70,0,0.0,325.18,40,0,0.0,351.33
August,21,0:30,3,0,0.0,332.43,23,0,0.0,294.27,55,0,0.0,320.53,30,0,0.0,358.89
August,21,1:00,3,0,0.0,322.31,13,0,0.0,292.26,41,0,0.0,321.5,23,0,0.0,358.33
August,21,1:30,2,0,0.0,316.5,8,0,0.0,328.2,29,0,0.0,310.89,18,0,0.0,338.01
August,21,2:00,2,0,0.0,290.3,5,0,0.0,375.96,20,0,0.0,255.22,13,0,0.0,317.84
August,21,2:30,1,0,0.0,325.01,4,0,0.0,382.11,16,0,0.0,220.79,9,0,0.0,301.83
August,21,3:00,1,0,0.0,339.72,4,0,0.0,347.09,14,0,0.0,278.13,3,0,0.0,298.19
August,21,3:30,2,0,0.0,303.87,4,0,0.0,366.7,13,0,0.0,312.69,1,0,0.0,298.31
August,21,4:00,2,0,0.0,287.63,4,0,0.0,344.66,13,0,0.0,287.76,1,0,0.0,302.74
August,21,4:30,1,0,0.0,315.3,4,0,0.0,304.33,12,0,0.0,268.55,1,0,0.0,308.91
August,21,5:00,1,0,0.0003,265.41,4,0,8.7e-05,270.42,15,0,1e-05,257.89,1,0,0.000195,303.06
August,21,5:30,2,0,0.035979,292.34,5,0,0.012621,274.29,20,0,0.001271,265.65,3,0,0.011451,288.34
August,21,6:00,3,2,0.547088,303.19,6,1,0.209785,282.64,31,1,0.017376,265.6,12,1,0.057628,260.57
August,21,6:30,5,5,1.0,306.7,10,4,0.367573,343.08,51,2,0.029325,260.24,23,2,0.085979,270.64
August,21,7:00,9,5,0.548848,322.47,24,2,0.086371,310.02,91,1,0.012519,261.22,40,1,0.017773,278.76
August,21,7:30,18,3,0.183342,308.52,42,2,0.054495,300.13,151,2,0.011507,270.7,72,0,0.000469,269.89
August,21,8:00,43,2,0.040156,305.99,78,2,0.019218,312.81,254,1,0.004245,292.82,124,0,0.000237,279.59
August,21,8:30,73,2,0.032397,323.28,122,2,0.016832,321.34,368,2,0.005213,303.16,182,1,0.003756,297.56
August,21,9:00,106,1,0.008227,331.46,183,1,0.008044,321.73,511,3,0.0067,312.11,251,3,0.01313,306.39
August,21,9:30,131,1,0.004879,328.13,230,2,0.009523,327.54,647,6,0.008849,320.24,309,6,0.020255,315.0
August,21,10:00,156,2,0.014896,323.62,277,2,0.007535,333.79,755,9,0.012041,329.47,364,8,0.021065,321.75
August,21,10:30,181,3,0.014711,328.07,316,5,0.015864,345.21,837,14,0.017064,338.06,403,9,0.023466,324.85
August,21,11:00,192,1,0.004089,329.8,344,9,0.025192,350.45,892,16,0.017398,341.93,437,5,0.012366,330.9
August,21,11:30,197,0,0.000181,332.15,374,13,0.035973,347.37,916,14,0.015539,344.21,451,3,0.007478,333.58
August,21,12:00,199,0,1e-06,331.81,401,11,0.02671,350.28,912,12,0.013203,345.63,463,4,0.009505,329.85
August,21,12:30,200,0,0.0,326.75,407,10,0.025407,355.7,911,18,0.020127,347.66,469,7,0.01583,328.51
August,21,13:00,197,0,0.0,332.02,417,11,0.025452,351.29,909,18,0.019274,348.56,469,10,0.021292,332.03
August,21,13:30,198,0,1e-06,338.76,430,15,0.035604,348.22,911,10,0.011209,346.26,474,10,0.02171,331.18
August,21,14:00,202,0,0.000178,339.61,446,10,0.022994,351.0,914,15,0.016484,348.71,495,13,0.026223,333.83
August,21,14:30,202,1,0.004132,339.94,449,8,0.017854,353.45,917,30,0.032835,351.99,495,10,0.020531,339.67
August,21,15:00,203,4,0.018606,344.62,443,6,0.013518,357.92,917,14,0.014969,351.58,491,6,0.013004,344.08
August,21,15:30,201,6,0.030242,346.18,441,6,0.013244,359.48,909,6,0.00612,352.21,491,5,0.009182,341.6
August,21,16:00,201,4,0.018853,343.42,437,5,0.010604,357.1,886,6,0.006843,353.81,491,3,0.006549,339.15
August,21,16:30,195,1,0.004276,339.64,425,4,0.008703,354.62,850,7,0.007987,355.69,476,2,0.00521,343.06
August,21,17:00,177,0,0.000203,339.59,405,2,0.004581,356.69,815,6,0.007355,353.4,450,3,0.007013,342.71
August,21,17:30,154,0,1e-06,341.25,386,3,0.00887,356.66,771,8,0.010473,351.51,416,3,0.007526,340.62
August,21,18:00,128,0,0.0,341.28,356,5,0.014592,353.74,696,8,0.010911,354.15,377,3,0.006986,344.08
August,21,18:30,108,0,0.0,340.02,325,5,0.014124,353.28,628,7,0.01146,356.5,344,4,0.011452,339.13
August,21,19:00,79,0,2e-06,341.13,294,5,0.015384,350.45,562,13,0.023628,355.08,317,8,0.025866,335.44
August,21,19:30,59,0,0.000477,329.25,263,4,0.016228,355.5,502,21,0.042575,359.19,287,13,0.044509,335.79
August,21,20:00,46,1,0.012998,333.3,225,4,0.016314,359.38,442,15,0.033233,354.77,257,10,0.037355,329.86
August,21,20:30,39,2,0.042838,339.6,195,1,0.005426,348.83,388,9,0.022729,349.42,220,5,0.021946,332.3
August,21,21:00,29,1,0.020418,321.64,162,0,0.000509,347.09,318,2,0.007456,348.52,176,3,0.017862,333.56
August,21,21:30,23,0,0.002981,322.86,134,1,0.005481,343.92,257,0,0.000414,347.35,158,2,0.010575,332.17
August,21,22:00,18,1,0.047472,313.36,107,2,0.019048,334.83,210,0,3e-06,334.1,127,2,0.019246,338.17
August,21,22:30,13,2,0.179729,313.98,84,1,0.008729,326.45,163,0,0.0,328.31,103,1,0.0136,326.76
August,21,23:00,11,1,0.079996,328.72,64,0,0.000535,325.83,127,0,0.0,329.08,80,0,0.003223,326.95
August,21,23:30,8,0,0.0048,350.01,50,0,4e-06,316.13,101,0,0.0,326.11,63,0,0.000168,336.98
August,22,0:00,5,0,0.0,408.12,28,0,0.0,316.39,69,0,0.0,346.38,38,0,0.0,337.97
August,22,0:30,4,0,0.0,361.48,21,0,0.0,331.34,52,0,0.0,327.4,29,0,0.0,332.77
August,22,1:00,3,0,0.0,307.31,12,0,0.0,357.76,37,0,0.0,321.38,21,0,0.0,345.84
August,22,1:30,3,0,0.0,247.57,7,0,0.0,299.66,27,0,0.0,313.52,16,0,0.0,322.42
August,22,2:00,2,0,0.0,253.79,5,0,0.0,319.71,20,0,0.0,311.77,11,0,0.0,332.75
August,22,2:30,2,0,0.0,266.7,5,0,0.0,346.79,17,0,0.0,321.3,8,0,0.0,340.33
August,22,3:00,1,0,0.0,205.88,5,0,0.0,379.67,14,0,0.0,336.19,3,0,0.0,341.88
August,22,3:30,1,0,0.0,206.81,4,0,0.0,369.39,13,0,0.0,354.99,1,0,0.0,274.98
August,22,4:00,1,0,0.0,243.26,4,0,0.0,301.68,14,0,0.0,334.84,1,0,0.0,254.25
August,22,4:30,1,0,0.0,254.83,5,0,1.3e-05,247.53,14,0,0.0,335.92,1,0,0.0,267.73
August,22,5:00,2,0,0.000177,251.54,5,0,0.002142,257.92,16,0,7e-06,320.4,1,0,0.000194,301.71
August,22,5:30,2,0,0.023408,240.65,5,0,0.055523,272.96,19,0,0.000967,307.19,2,0,0.009977,317.28
August,22,6:00,2,1,0.417026,230.05,7,2,0.366014,301.91,31,0,0.013089,283.07,11,0,0.044931,277.67
August,22,6:30,4,4,1.0,253.47,11,5,0.495479,335.28,50,1,0.022849,266.91,23,1,0.058805,269.35
August,22,7:00,8,5,0.597741,295.53,27,3,0.095666,301.49,87,1,0.011259,264.75,41,1,0.015553,274.99
August,22,7:30,16,3,0.16015,308.93,44,2,0.04755,285.95,148,2,0.011595,266.22,72,1,0.009765,286.29
August,22,8:00,40,1,0.013328,299.95,81,1,0.016945,292.53,252,1,0.00351,280.94,122,1,0.009548,287.57
August,22,8:30,71,0,0.000324,307.29,118,2,0.021158,312.19,370,0,0.001104,298.8,174,1,0.008334,292.26
August,22,9:00,102,0,2e-06,317.56,173,3,0.018421,330.12,516,2,0.003655,305.73,244,2,0.009927,302.87
August,22,9:30,127,0,0.000101,325.37,215,3,0.011994,336.91,647,5,0.007666,309.66,302,5,0.015019,311.79
August,22,10:00,147,0,0.00186,332.73,264,2,0.008981,342.71,741,8,0.010746,320.11,356,6,0.015885,314.25
August,22,10:30,173,1,0.004388,335.15,298,5,0.017259,343.77,819,12,0.014628,328.63,388,7,0.019322,325.15
August,22,11:00,182,0,0.001689,335.23,326,9,0.028351,348.17,876,9,0.010101,335.17,418,7,0.016053,330.35
August,22,11:30,189,1,0.003886,333.25,355,14,0.038363,356.27,910,10,0.011167,336.78,438,6,0.012813,329.61
August,22,12:00,193,2,0.010438,331.59,385,11,0.028223,358.97,920,15,0.015935,336.78,447,5,0.011012,330.37
August,22,12:30,193,1,0.00515,340.13,391,11,0.029266,361.03,917,16,0.0169,340.14,454,4,0.008988,337.17
August,22,13:00,194,1,0.004097,346.23,399,11,0.028441,353.61,914,10,0.011065,346.8,459,4,0.007974,339.52
August,22,13:30,195,0,0.001507,343.61,411,12,0.03035,351.7,915,10,0.011013,347.4,467,5,0.010741,337.03
August,22,14:00,197,0,0.002438,341.72,427,15,0.035681,358.01,919,12,0.013109,347.57,477,7,0.014341,334.28
August,22,14:30,202,2,0.009859,341.42,435,15,0.035216,359.61,919,13,0.014216,347.23,475,8,0.017161,337.65
August,22,15:00,201,4,0.019233,337.44,437,9,0.019478,361.72,917,15,0.016726,346.52,472,7,0.014351,341.93
August,22,15:30,201,5,0.023529,342.12,432,7,0.016531,360.87,909,16,0.017843,347.28,470,7,0.01428,340.53
August,22,16:00,198,1,0.007459,345.39,429,7,0.017092,366.26,897,9,0.010062,348.31,478,5,0.009574,340.9
August,22,16:30,189,0,0.000358,346.99,414,7,0.017099,363.24,854,6,0.007254,347.63,462,4,0.008356,339.24
August,22,17:00,172,0,3e-06,344.17,397,7,0.017274,358.29,805,6,0.007298,348.22,430,3,0.006726,343.25
August,22,17:30,153,0,8.4e-05,340.51,373,8,0.021661,359.39,746,6,0.007529,349.7,395,2,0.005308,336.47
August,22,18:00,128,0,0.002136,344.5,344,9,0.026473,361.49,656,5,0.006906,351.91,353,1,0.004233,333.64
August,22,18:30,107,1,0.007095,360.01,308,7,0.021531,356.43,594,4,0.0062,351.16,318,3,0.00817,335.93
August,22,19:00,78,0,0.003501,361.59,281,7,0.025466,353.98,525,4,0.007901,345.03,288,4,0.015064,337.12
August,22,19:30,58,0,0.000219,348.28,249,5,0.021014,349.0,461,4,0.008428,346.12,256,4,0.017247,337.34
August,22,20:00,45,0,2e-06,340.99,210,4,0.019337,350.58,393,5,0.011504,343.2,220,3,0.014831,331.41
August,22,20:30,37,0,0.0,332.02,185,3,0.016202,351.85,339,2,0.005068,338.19,194,4,0.019506,324.61
August,22,21:00,26,0,1e-05,334.8,157,2,0.010247,344.1,284,0,0.000614,339.2,159,7,0.046769,333.1
August,22,21:30,21,0,0.002051,324.26,131,2,0.017767,335.38,232,0,2.4e-05,337.06,138,6,0.0421,339.95
August,22,22:00,17,1,0.053407,330.27,102,1,0.008038,333.69,192,0,0.0,334.95,112,2,0.01571,330.09
August,22,22:30,13,3,0.233873,350.34,82,0,0.000471,326.57,150,0,0.0,333.11,92,0,0.002072,315.55
August,22,23:00,10,2,0.228246,319.37,62,0,4e-06,335.71,116,0,0.0,324.06,72,0,8.9e-05,311.15
August,22,23:30,7,1,0.072904,256.1,54,0,0.0,344.48,94,0,0.0,309.44,57,0,1e-06,312.44
August,23,0:00,5,0,0.0,351.04,37,0,0.0,308.09,62,0,0.0,309.92,40,0,0.0,321.86
August,23,0:30,4,0,0.0,358.46,27,0,0.0,336.66,48,0,0.0,311.78,29,0,0.0,328.14
August,23,1:00,3,0,0.0,280.47,15,0,0.0,344.25,36,0,0.0,319.59,22,0,0.0,322.04
August,23,1:30,2,0,0.0,223.32,9,0,0.0,297.17,28,0,0.0,313.04,16,0,0.0,316.07
August,23,2:00,2,0,0.0,288.35,7,0,0.0,289.66,19,0,0.0,306.44,11,0,0.0,310.54
August,23,2:30,2,0,0.0,302.94,5,0,0.0,297.41,14,0,0.0,315.2,7,0,0.0,326.05
August,23,3:00,1,0,0.0,293.1,4,0,0.0,274.85,11,0,0.0,299.38,3,0,0.0,351.62
August,23,3:30,1,0,0.0,269.05,4,0,0.0,222.6,11,0,0.0,289.4,1,0,0.0,309.34
August,23,4:00,1,0,0.0,262.62,4,0,0.0,254.65,11,0,0.0,322.55,1,0,0.0,290.67
August,23,4:30,1,0,0.0,255.74,4,0,0.0,302.27,11,0,0.0,331.52,1,0,0.0,291.16
August,23,5:00,1,0,0.0,293.53,5,0,2e-05,284.02,11,0,0.0,352.19,1,0,0.0,290.98
August,23,5:30,2,0,0.0,254.19,5,0,0.003316,314.12,13,0,0.0,309.89,2,0,0.0,273.01
August,23,6:00,2,0,0.0,262.66,5,0,0.059069,350.62,20,0,4e-06,282.45,9,0,8e-06,256.43
August,23,6:30,3,0,0.0,285.99,8,1,0.114744,333.83,34,0,0.000402,267.83,15,0,0.000745,265.71
August,23,7:00,6,0,0.0,270.07,12,0,0.027274,305.82,60,0,0.004966,260.22,27,0,0.009013,280.64
August,23,7:30,12,0,0.0,291.45,19,0,0.000811,315.87,98,1,0.008367,257.61,44,1,0.015449,296.47
August,23,8:00,29,0,0.0,278.95,36,0,0.000433,313.93,166,0,0.001894,266.35,72,0,0.00353,295.64
August,23,8:30,47,0,2e-06,288.83,54,0,0.006425,314.88,239,0,0.002027,282.47,106,0,0.002792,291.57
August,23,9:00,68,0,0.000182,289.45,111,1,0.013325,305.07,334,3,0.009327,288.73,153,1,0.00954,295.05
August,23,9:30,82,0,0.003239,289.06,153,2,0.016352,312.24,405,7,0.01651,299.7,188,3,0.016591,291.12
August,23,10:00,100,1,0.007523,298.66,189,4,0.019108,320.54,498,5,0.009833,307.15,228,5,0.020431,296.85
August,23,10:30,124,1,0.005683,304.0,222,6,0.025459,331.05,562,5,0.009451,315.28,269,7,0.025364,305.37
August,23,11:00,136,2,0.014478,306.21,256,6,0.022559,334.43,603,7,0.011077,318.46,300,5,0.018102,312.92
August,23,11:30,143,4,0.026519,306.36,284,6,0.021493,336.29,618,9,0.014526,322.78,317,3,0.009064,315.93
August,23,12:00,151,6,0.040786,314.33,300,6,0.018452,334.81,629,10,0.015551,324.42,331,3,0.007864,319.67
August,23,12:30,157,8,0.05266,316.47,313,9,0.029137,338.51,630,10,0.016127,324.52,338,4,0.011726,318.21
August,23,13:00,158,4,0.025016,322.68,325,12,0.036554,339.17,624,9,0.014496,327.42,343,5,0.014761,317.8
August,23,13:30,154,1,0.008151,326.58,338,14,0.039974,337.79,626,10,0.01673,329.53,343,6,0.018309,315.01
August,23,14:00,152,2,0.015001,327.84,345,13,0.037644,340.98,628,10,0.015732,330.04,344,8,0.022117,317.55
August,23,14:30,152,2,0.015302,325.82,340,9,0.026336,344.52,617,5,0.007524,329.05,344,11,0.032404,319.04
August,23,15:00,148,1,0.004391,323.56,337,4,0.013123,338.06,590,1,0.001503,330.53,339,7,0.019242,310.97
August,23,15:30,146,0,0.000203,329.69,333,4,0.010843,334.96,571,0,0.000599,328.37,325,3,0.010033,309.14
August,23,16:00,142,0,0.000208,331.95,329,3,0.010114,345.07,554,1,0.001846,329.64,312,3,0.008081,317.41
August,23,16:30,130,1,0.004891,315.9,314,3,0.007972,351.97,516,1,0.002625,328.68,294,2,0.006345,317.24
August,23,17:00,122,2,0.016637,323.7,302,2,0.006763,349.34,487,2,0.003789,330.27,273,2,0.00597,317.99
August,23,17:30,109,1,0.013295,333.02,288,3,0.009754,351.1,467,1,0.00239,330.06,255,1,0.002856,319.42
August,23,18:00,95,1,0.006169,338.05,257,5,0.018934,354.29,434,2,0.004016,329.52,231,1,0.003019,323.54
August,23,18:30,81,1,0.009207,343.42,236,5,0.019183,352.6,397,2,0.004694,332.11,208,0,0.001169,332.37
August,23,19:00,64,0,0.004104,336.71,212,3,0.014764,344.86,357,3,0.007016,331.38,195,0,5.8e-05,330.91
August,23,19:30,51,0,0.000242,331.55,195,4,0.020563,336.69,319,3,0.010538,329.51,175,0,1e-06,326.24
August,23,20:00,40,0,2e-06,311.24,179,7,0.03746,333.62,287,3,0.010516,329.94,152,0,0.000156,314.9
August,23,20:30,33,0,0.0,299.01,153,4,0.028768,320.89,244,2,0.006491,328.12,138,1,0.003681,308.73
August,23,21:00,24,0,0.0,312.15,125,4,0.028777,316.04,203,1,0.006116,327.1,116,1,0.012102,310.32
August,23,21:30,18,0,0.0,333.29,105,2,0.020616,319.91,167,0,0.002318,322.0,97,1,0.005221,314.45
August,23,22:00,13,0,0.0,364.4,81,1,0.015047,317.56,139,0,0.000128,312.54,85,0,0.000281,312.49
August,23,22:30,9,0,0.0,337.3,64,1,0.009918,315.75,115,0,1e-06,307.5,70,0,2e-06,312.15
August,23,23:00,7,0,0.0,331.82,50,1,0.017614,299.92,89,0,0.0,305.35,56,0,0.0,305.96
August,23,23:30,5,0,0.0,290.22,43,0,0.007733,299.38,78,0,0.0,302.63,48,0,0.0,292.71
August,24,0:00,3,0,0.0,331.85,31,0,0.0,282.37,50,0,0.0,303.63,34,0,0.0,297.88
August,24,0:30,2,0,0.0,347.61,23,0,0.0,287.6,40,0,0.0,311.35,25,0,0.0,297.28
August,24,1:00,2,0,0.0,347.07,12,0,0.0,319.86,30,0,0.0,289.6,19,0,0.0,327.69
August,24,1:30,2,0,0.0,322.91,7,0,0.0,336.42,24,0,0.0,282.29,14,0,0.0,352.11
August,24,2:00,1,0,0.0,244.67,5,0,0.0,350.82,17,0,0.0,295.18,10,0,0.0,351.99
August,24,2:30,1,0,0.0,284.26,4,0,0.0,303.89,13,0,0.0,298.16,7,0,0.0,361.39
August,24,3:00,1,0,0.0,339.94,3,0,0.0,298.46,11,0,0.0,317.11,2,0,0.0,350.88
August,24,3:30,1,0,0.0,440.87,3,0,0.0,249.04,9,0,0.0,362.57,1,0,0.0,294.69
August,24,4:00,1,0,0.0,380.43,3,0,0.0,206.88,8,0,0.0,381.05,0,0,0.0,257.57
August,24,4:30,1,0,0.0,267.44,3,0,0.0,312.85,8,0,0.0,351.5,0,0,0.0,272.78
August,24,5:00,2,0,0.0,211.27,3,0,0.0,381.39,9,0,0.0,315.93,1,0,0.0,299.27
August,24,5:30,2,0,0.0,227.29,3,0,0.0,299.77,11,0,0.0,264.98,1,0,0.0,285.14
August,24,6:00,2,0,0.0,253.16,3,0,0.0,262.8,17,0,0.0,256.06,5,0,0.0,236.45
August,24,6:30,2,0,0.0,251.58,4,0,0.0,261.63,26,0,0.0,255.52,10,0,0.0,257.6
August,24,7:00,4,0,0.0,276.33,7,0,0.0,267.36,40,0,0.0,260.55,18,0,0.0,295.58
August,24,7:30,7,0,0.0,297.8,10,0,0.0,279.15,62,0,0.0,263.59,30,0,0.0,301.75
August,24,8:00,12,0,0.0,280.04,21,0,0.0,274.14,98,0,0.0,269.61,45,0,0.0,295.76
August,24,8:30,13,0,0.0,281.42,32,0,0.0,290.21,129,0,0.0,280.98,60,0,6e-06,303.27
August,24,9:00,15,0,0.0,275.52,58,0,0.0,298.41,169,0,0.0,289.81,85,0,0.00066,295.66
August,24,9:30,19,0,0.0,298.11,74,0,0.0,303.27,205,0,0.0,287.56,102,1,0.01282,286.4
August,24,10:00,22,0,0.0,301.58,94,0,5e-06,301.78,250,0,0.0,287.92,121,6,0.049109,297.98
August,24,10:30,28,0,0.0,295.63,106,0,0.000677,306.99,302,0,0.0,293.22,144,9,0.064034,312.93
August,24,11:00,29,0,0.0,298.25,116,2,0.013243,305.18,335,0,4e-06,301.26,157,5,0.034222,310.05
August,24,11:30,31,0,7e-06,303.14,133,4,0.032616,306.06,368,0,0.000526,304.31,169,3,0.016038,307.62
August,24,12:00,44,0,0.000761,301.64,150,3,0.020156,303.49,392,4,0.010896,302.39,184,1,0.006086,306.4
August,24,12:30,54,1,0.013148,302.47,169,5,0.027885,300.66,399,15,0.037234,304.04,186,2,0.012384,303.74
August,24,13:00,65,2,0.03052,303.87,193,4,0.02323,297.33,406,20,0.048996,311.02,188,5,0.025923,308.96
August,24,13:30,68,1,0.010846,302.85,206,5,0.024899,300.61,409,26,0.063556,313.77,194,5,0.023597,308.68
August,24,14:00,71,1,0.009489,307.6,217,2,0.007712,307.56,412,16,0.038325,316.47,196,2,0.011607,309.23
August,24,14:30,71,2,0.025399,310.64,218,0,0.000356,312.63,412,3,0.008318,316.24,196,3,0.014972,308.71
August,24,15:00,68,1,0.01808,311.67,223,0,0.000205,311.16,412,0,0.000357,318.31,195,2,0.010854,312.06
August,24,15:30,68,2,0.025104,307.21,227,1,0.004249,309.78,404,0,2e-06,317.68,197,3,0.016006,311.13
August,24,16:00,68,1,0.008802,303.59,221,3,0.012329,310.54,396,0,0.0,315.08,191,2,0.012059,319.63
August,24,16:30,67,0,0.000422,299.1,210,2,0.009199,310.42,383,0,0.0,319.23,185,3,0.018238,318.83
August,24,17:00,61,0,3e-06,299.74,204,3,0.013494,310.69,364,0,0.0,317.85,178,1,0.00684,321.04
August,24,17:30,56,0,0.0,298.44,197,2,0.007631,307.81,343,0,0.0,312.69,171,0,0.002655,316.42
August,24,18:00,42,0,0.0,310.96,177,2,0.013827,307.99,301,0,0.0,313.32,159,1,0.006965,308.8
August,24,18:30,34,0,0.0,302.34,161,5,0.029946,303.1,281,0,0.0,313.31,146,0,0.002728,306.2
August,24,19:00,27,0,0.0,296.69,143,6,0.044973,298.3,259,0,0.0,314.93,138,0,0.000335,309.39
August,24,19:30,26,0,0.0,292.32,130,4,0.033223,307.07,233,0,0.0,313.35,134,1,0.004395,318.81
August,24,20:00,26,0,0.0,307.57,116,1,0.009011,304.88,213,0,0.0,306.78,123,2,0.013344,316.82
August,24,20:30,23,0,0.0,307.77,104,0,0.00044,301.07,198,0,0.0,308.93,110,1,0.005359,313.12
August,24,21:00,17,0,1.1e-05,312.46,94,0,3e-06,301.09,176,0,0.0,310.85,91,0,0.000305,315.52
August,24,21:30,14,0,0.002311,334.11,85,0,0.0,304.29,152,0,0.0,305.98,81,0,0.000194,320.14
August,24,22:00,11,1,0.059279,302.26,71,0,0.0,297.88,131,0,0.0,305.33,72,0,0.004615,316.98
August,24,22:30,10,2,0.192911,316.82,58,0,0.0,286.69,112,0,0.0,304.17,62,1,0.014901,312.63
August,24,23:00,7,1,0.091028,350.12,49,0,0.0,270.84,89,0,0.0,302.22,50,0,0.006569,320.87
August,24,23:30,6,0,0.00538,309.09,47,0,0.0,270.92,75,0,0.0,299.38,45,0,0.000344,342.12
August,25,0:00,3,0,0.0,355.11,29,0,0.0,348.89,52,0,0.0,320.61,30,0,0.0,320.34
August,25,0:30,2,0,0.0,322.41,27,0,0.0,340.29,43,0,0.0,315.59,23,0,0.0,320.9
August,25,1:00,2,0,0.0,339.85,23,0,0.0,352.08,32,0,0.0,316.36,17,0,0.0,331.37
August,25,1:30,1,0,0.0,363.99,8,0,0.0,334.63,23,0,0.0,318.7,13,0,0.0,318.76
August,25,2:00,2,0,0.0,399.03,6,0,0.0,291.99,17,0,0.0,308.67,9,0,0.0,312.74
August,25,2:30,2,0,0.0,317.9,6,0,0.0,305.77,14,0,0.0,330.07,8,0,0.0,324.58
August,25,3:00,1,0,0.0,237.36,5,0,0.0,338.27,12,0,0.0,324.91,5,0,0.0,336.74
August,25,3:30,1,0,0.0,276.78,6,0,0.0,350.94,11,0,0.0,316.39,4,0,0.0,287.71
August,25,4:00,1,0,0.0,264.27,6,0,0.0,306.43,11,0,0.0,304.67,4,0,0.0,290.49
August,25,4:30,2,0,0.0,179.59,6,0,0.0,277.65,10,0,0.0,290.87,4,0,0.0,261.16
August,25,5:00,1,0,0.0,185.26,7,0,2.4e-05,268.31,11,0,0.0,298.6,4,0,0.0,277.27
August,25,5:30,1,0,0.0,232.82,7,0,0.003756,236.93,15,0,0.0,268.37,5,0,0.0,287.18
August,25,6:00,2,0,0.0,247.54,8,1,0.07515,243.64,25,0,0.0,258.47,11,0,0.0,258.43
August,25,6:30,3,0,0.0,238.15,12,2,0.138902,312.53,43,0,0.0,272.78,19,0,0.0,257.72
August,25,7:00,8,0,0.0,247.53,25,1,0.023707,297.36,79,0,0.0,259.69,34,0,5e-06,278.7
August,25,7:30,17,0,9e-06,294.78,40,0,0.001329,285.96,136,0,2e-06,264.1,61,0,0.000441,280.44
August,25,8:00,42,0,0.00061,305.59,77,1,0.007185,293.68,251,0,0.000139,283.58,111,1,0.005234,279.1
August,25,8:30,78,1,0.007927,315.86,122,2,0.012728,307.67,387,1,0.002067,299.03,172,2,0.010258,287.68
August,25,9:00,120,3,0.026331,316.15,190,1,0.004474,319.36,544,3,0.006365,314.09,261,4,0.015243,297.72
